idPersonne,idKeyWord,dateAssociation,sigleLabo,nomLabo,codePostal,siteWeb
2358,62,2023-03-13 13:58:52,SAFRAN,SAFRAN,95101,https://www.google.com/
316,45,2023-03-13 14:26:20,LISTIC,"Laboratoire d'informatique, systèmes, traitement de l'information et de la connaissance ",74944,https://www.google.com/
2738,4,2023-03-13 14:43:34,TIMA,Techniques de l'Informatique et de la Microélectronique pour l'Architecture des systèmes intégrés,38031,https://www.google.com/
2738,17,2023-03-13 14:43:34,TIMA,Techniques de l'Informatique et de la Microélectronique pour l'Architecture des systèmes intégrés,38031,https://www.google.com/
2738,19,2023-03-13 14:43:34,TIMA,Techniques de l'Informatique et de la Microélectronique pour l'Architecture des systèmes intégrés,38031,https://www.google.com/
2738,20,2023-03-13 14:43:34,TIMA,Techniques de l'Informatique et de la Microélectronique pour l'Architecture des systèmes intégrés,38031,https://www.google.com/
2738,21,2023-03-13 14:43:34,TIMA,Techniques de l'Informatique et de la Microélectronique pour l'Architecture des systèmes intégrés,38031,https://www.google.com/
2738,22,2023-03-13 14:43:34,TIMA,Techniques de l'Informatique et de la Microélectronique pour l'Architecture des systèmes intégrés,38031,https://www.google.com/
2738,45,2023-03-13 14:43:34,TIMA,Techniques de l'Informatique et de la Microélectronique pour l'Architecture des systèmes intégrés,38031,https://www.google.com/
2738,56,2023-03-13 14:43:34,TIMA,Techniques de l'Informatique et de la Microélectronique pour l'Architecture des systèmes intégrés,38031,https://www.google.com/
1986,44,2023-03-13 18:42:28,LTCI,Laboratoire de Traitement et Communication de l'Information,91120,https://www.google.com/
1986,38,2023-03-13 18:42:28,LTCI,Laboratoire de Traitement et Communication de l'Information,91120,https://www.google.com/
1986,5,2023-03-13 18:42:28,LTCI,Laboratoire de Traitement et Communication de l'Information,91120,https://www.google.com/
6588,59,2023-03-14 08:45:03,MIS,"Modélisation, Information et Systèmes",80000,https://www.google.com/
6588,57,2023-03-14 08:45:03,MIS,"Modélisation, Information et Systèmes",80000,https://www.google.com/
6588,45,2023-03-14 08:45:03,MIS,"Modélisation, Information et Systèmes",80000,https://www.google.com/
6588,35,2023-03-14 08:45:03,MIS,"Modélisation, Information et Systèmes",80000,https://www.google.com/
6111,38,2023-03-14 10:14:59,LIS,Laboratoire d'Informatique et des Systèmes,13397,https://www.google.com/
6111,39,2023-03-14 10:14:59,LIS,Laboratoire d'Informatique et des Systèmes,13397,https://www.google.com/
6111,56,2023-03-14 10:14:59,LIS,Laboratoire d'Informatique et des Systèmes,13397,https://www.google.com/
3853,56,2023-03-14 11:14:47,IETR,Institut d'Electronique et des Technologies du numéRique,35042,https://www.google.com/
1795,42,2023-03-14 14:33:28,ImVIA,Laboratoire Imagerie et Vision Artificielle,21078,https://www.google.com/
1795,45,2023-03-14 14:33:28,ImVIA,Laboratoire Imagerie et Vision Artificielle,21078,https://www.google.com/
1795,59,2023-03-14 14:33:28,ImVIA,Laboratoire Imagerie et Vision Artificielle,21078,https://www.google.com/
2363,38,2023-03-14 16:23:53,Heudiasyc,Heuristique et Diagnostic des Systèmes Complexes,60203,https://www.google.com/
2363,39,2023-03-14 16:23:53,Heudiasyc,Heuristique et Diagnostic des Systèmes Complexes,60203,https://www.google.com/
2363,42,2023-03-14 16:23:53,Heudiasyc,Heuristique et Diagnostic des Systèmes Complexes,60203,https://www.google.com/
2363,45,2023-03-14 16:23:53,Heudiasyc,Heuristique et Diagnostic des Systèmes Complexes,60203,https://www.google.com/
2363,59,2023-03-14 16:23:53,Heudiasyc,Heuristique et Diagnostic des Systèmes Complexes,60203,https://www.google.com/
2363,62,2023-03-14 16:23:53,Heudiasyc,Heuristique et Diagnostic des Systèmes Complexes,60203,https://www.google.com/
938,1,2023-03-15 08:10:33,IRIT,Institut de recherche en informatique de Toulouse,31062,https://www.google.com/
938,3,2023-03-15 08:10:33,IRIT,Institut de recherche en informatique de Toulouse,31062,https://www.google.com/
938,43,2023-03-15 08:10:33,IRIT,Institut de recherche en informatique de Toulouse,31062,https://www.google.com/
938,56,2023-03-15 08:10:33,IRIT,Institut de recherche en informatique de Toulouse,31062,https://www.google.com/
8104,16,2023-03-15 10:52:08,LS2N,Laboratoire des Sciences du Numérique de Nantes,44321,https://www.google.com/
8104,38,2023-03-15 10:52:08,LS2N,Laboratoire des Sciences du Numérique de Nantes,44321,https://www.google.com/
8104,39,2023-03-15 10:52:08,LS2N,Laboratoire des Sciences du Numérique de Nantes,44321,https://www.google.com/
8104,40,2023-03-15 10:52:08,LS2N,Laboratoire des Sciences du Numérique de Nantes,44321,https://www.google.com/
8104,43,2023-03-15 10:52:08,LS2N,Laboratoire des Sciences du Numérique de Nantes,44321,https://www.google.com/
8104,52,2023-03-15 10:52:08,LS2N,Laboratoire des Sciences du Numérique de Nantes,44321,https://www.google.com/
7242,44,2023-03-15 14:55:01,TSA,Thales Systèmes Aéroportés,78851,https://www.google.com/
7242,38,2023-03-15 14:55:01,TSA,Thales Systèmes Aéroportés,78851,https://www.google.com/
7242,25,2023-03-15 14:55:01,TSA,Thales Systèmes Aéroportés,78851,https://www.google.com/
7242,3,2023-03-15 14:55:01,TSA,Thales Systèmes Aéroportés,78851,https://www.google.com/
7242,1,2023-03-15 14:55:01,TSA,Thales Systèmes Aéroportés,78851,https://www.google.com/
7242,46,2023-03-15 14:55:01,TSA,Thales Systèmes Aéroportés,78851,https://www.google.com/
7031,10,2023-03-15 15:24:11,CEDRIC,Centre d'études et de recherche en informatique du CNAM,75141,https://www.google.com/
7031,39,2023-03-15 15:24:11,CEDRIC,Centre d'études et de recherche en informatique du CNAM,75141,https://www.google.com/
7031,58,2023-03-15 15:24:11,CEDRIC,Centre d'études et de recherche en informatique du CNAM,75141,https://www.google.com/
2549,42,2023-03-15 18:16:15,IRSEEM,Institut de Recherche en Systèmes Electroniques Embarqués,76801,https://www.google.com/
2549,45,2023-03-15 18:16:15,IRSEEM,Institut de Recherche en Systèmes Electroniques Embarqués,76801,https://www.google.com/
2549,59,2023-03-15 18:16:15,IRSEEM,Institut de Recherche en Systèmes Electroniques Embarqués,76801,https://www.google.com/
2549,62,2023-03-15 18:16:15,IRSEEM,Institut de Recherche en Systèmes Electroniques Embarqués,76801,https://www.google.com/
7308,41,2023-03-16 08:33:05,LIP - Lyon,Laboratoire de l'Informatique du Parallélisme,69342,https://www.google.com/
1785,19,2023-03-16 08:49:30,Lab-STICC,Laboratoire des Sciences et Techniques de l'Information de la Communication et de la Connaissance,29238,https://www.google.com/
1785,21,2023-03-16 08:49:30,Lab-STICC,Laboratoire des Sciences et Techniques de l'Information de la Communication et de la Connaissance,29238,https://www.google.com/
1785,22,2023-03-16 08:49:30,Lab-STICC,Laboratoire des Sciences et Techniques de l'Information de la Communication et de la Connaissance,29238,https://www.google.com/
1785,29,2023-03-16 08:49:30,Lab-STICC,Laboratoire des Sciences et Techniques de l'Information de la Communication et de la Connaissance,29238,https://www.google.com/
1785,39,2023-03-16 08:49:30,Lab-STICC,Laboratoire des Sciences et Techniques de l'Information de la Communication et de la Connaissance,29238,https://www.google.com/
1785,45,2023-03-16 08:49:30,Lab-STICC,Laboratoire des Sciences et Techniques de l'Information de la Communication et de la Connaissance,29238,https://www.google.com/
1785,46,2023-03-16 08:49:30,Lab-STICC,Laboratoire des Sciences et Techniques de l'Information de la Communication et de la Connaissance,29238,https://www.google.com/
1785,61,2023-03-16 08:49:30,Lab-STICC,Laboratoire des Sciences et Techniques de l'Information de la Communication et de la Connaissance,29238,https://www.google.com/
4929,5,2023-03-16 09:41:41,CEA - DRT,CEA - Direction de la Recherche Technologique,38054,https://www.google.com/
4929,6,2023-03-16 09:41:41,CEA - DRT,CEA - Direction de la Recherche Technologique,38054,https://www.google.com/
4929,12,2023-03-16 09:41:41,CEA - DRT,CEA - Direction de la Recherche Technologique,38054,https://www.google.com/
4929,39,2023-03-16 09:41:41,CEA - DRT,CEA - Direction de la Recherche Technologique,38054,https://www.google.com/
4929,40,2023-03-16 09:41:41,CEA - DRT,CEA - Direction de la Recherche Technologique,38054,https://www.google.com/
4929,41,2023-03-16 09:41:41,CEA - DRT,CEA - Direction de la Recherche Technologique,38054,https://www.google.com/
4929,42,2023-03-16 09:41:41,CEA - DRT,CEA - Direction de la Recherche Technologique,38054,https://www.google.com/
4929,56,2023-03-16 09:41:41,CEA - DRT,CEA - Direction de la Recherche Technologique,38054,https://www.google.com/
5389,61,2023-03-16 11:07:19,IEMN,"Institut d'Electronique, de Microélectronique et de Nanotechnologie",59652,https://www.google.com/
5389,29,2023-03-16 11:07:19,IEMN,"Institut d'Electronique, de Microélectronique et de Nanotechnologie",59652,https://www.google.com/
5389,26,2023-03-16 11:07:19,IEMN,"Institut d'Electronique, de Microélectronique et de Nanotechnologie",59652,https://www.google.com/
5389,12,2023-03-16 11:07:19,IEMN,"Institut d'Electronique, de Microélectronique et de Nanotechnologie",59652,https://www.google.com/
5389,1,2023-03-16 11:07:19,IEMN,"Institut d'Electronique, de Microélectronique et de Nanotechnologie",59652,https://www.google.com/
2711,1,2023-03-16 12:01:05,CReSTIC,Centre de Recherche en Sciences et Technologies de l'Information et de la Communication,51687,https://www.google.com/
2711,22,2023-03-16 12:01:05,CReSTIC,Centre de Recherche en Sciences et Technologies de l'Information et de la Communication,51687,https://www.google.com/
2711,39,2023-03-16 12:01:05,CReSTIC,Centre de Recherche en Sciences et Technologies de l'Information et de la Communication,51687,https://www.google.com/
2711,40,2023-03-16 12:01:05,CReSTIC,Centre de Recherche en Sciences et Technologies de l'Information et de la Communication,51687,https://www.google.com/
2711,42,2023-03-16 12:01:05,CReSTIC,Centre de Recherche en Sciences et Technologies de l'Information et de la Communication,51687,https://www.google.com/
322,3,2023-03-17 18:10:02,I2M,Institut de Mathématiques de Marseille,13453,https://www.google.com/
322,5,2023-03-17 18:10:02,I2M,Institut de Mathématiques de Marseille,13453,https://www.google.com/
322,6,2023-03-17 18:10:02,I2M,Institut de Mathématiques de Marseille,13453,https://www.google.com/
322,12,2023-03-17 18:10:02,I2M,Institut de Mathématiques de Marseille,13453,https://www.google.com/
322,41,2023-03-17 18:10:02,I2M,Institut de Mathématiques de Marseille,13453,https://www.google.com/
3190,53,2023-03-20 08:50:26,AAU-CRENAU,"Ambiances, Architectures, Urbanités - Centre de Recherche Nantais Architectures Urbanités",44262,https://www.google.com/
7202,38,2023-03-20 09:44:22,LaTIM,Laboratoire de Traitement de l'Information Médicale,29609,https://www.google.com/
7202,39,2023-03-20 09:44:22,LaTIM,Laboratoire de Traitement de l'Information Médicale,29609,https://www.google.com/
7202,40,2023-03-20 09:44:22,LaTIM,Laboratoire de Traitement de l'Information Médicale,29609,https://www.google.com/
7202,45,2023-03-20 09:44:22,LaTIM,Laboratoire de Traitement de l'Information Médicale,29609,https://www.google.com/
7202,56,2023-03-20 09:44:22,LaTIM,Laboratoire de Traitement de l'Information Médicale,29609,https://www.google.com/
7202,59,2023-03-20 09:44:22,LaTIM,Laboratoire de Traitement de l'Information Médicale,29609,https://www.google.com/
405,2,2023-03-20 10:37:26,Lab-STICC,Laboratoire des Sciences et Techniques de l'Information de la Communication et de la Connaissance,29238,https://www.google.com/
405,6,2023-03-20 10:37:26,Lab-STICC,Laboratoire des Sciences et Techniques de l'Information de la Communication et de la Connaissance,29238,https://www.google.com/
405,29,2023-03-20 10:37:26,Lab-STICC,Laboratoire des Sciences et Techniques de l'Information de la Communication et de la Connaissance,29238,https://www.google.com/
8080,45,2023-03-20 11:03:31,MIS,"Modélisation, Information et Systèmes",80000,https://www.google.com/
8080,59,2023-03-20 11:03:31,MIS,"Modélisation, Information et Systèmes",80000,https://www.google.com/
5065,4,2023-03-21 08:27:35,CEA - DRT,CEA - Direction de la Recherche Technologique,38054,https://www.google.com/
5065,5,2023-03-21 08:27:35,CEA - DRT,CEA - Direction de la Recherche Technologique,38054,https://www.google.com/
5065,8,2023-03-21 08:27:35,CEA - DRT,CEA - Direction de la Recherche Technologique,38054,https://www.google.com/
5065,42,2023-03-21 08:27:35,CEA - DRT,CEA - Direction de la Recherche Technologique,38054,https://www.google.com/
8319,38,2023-03-21 09:39:31,LIG,Laboratoire d'Informatique de Grenoble,38041,https://www.google.com/
8319,39,2023-03-21 09:39:31,LIG,Laboratoire d'Informatique de Grenoble,38041,https://www.google.com/
8319,42,2023-03-21 09:39:31,LIG,Laboratoire d'Informatique de Grenoble,38041,https://www.google.com/
8319,45,2023-03-21 09:39:31,LIG,Laboratoire d'Informatique de Grenoble,38041,https://www.google.com/
8319,62,2023-03-21 09:39:31,LIG,Laboratoire d'Informatique de Grenoble,38041,https://www.google.com/
560,1,2023-03-21 10:57:02,IETR,Institut d'Electronique et des Technologies du numéRique,35042,https://www.google.com/
560,25,2023-03-21 10:57:02,IETR,Institut d'Electronique et des Technologies du numéRique,35042,https://www.google.com/
560,27,2023-03-21 10:57:02,IETR,Institut d'Electronique et des Technologies du numéRique,35042,https://www.google.com/
560,29,2023-03-21 10:57:02,IETR,Institut d'Electronique et des Technologies du numéRique,35042,https://www.google.com/
560,38,2023-03-21 10:57:02,IETR,Institut d'Electronique et des Technologies du numéRique,35042,https://www.google.com/
560,61,2023-03-21 10:57:02,IETR,Institut d'Electronique et des Technologies du numéRique,35042,https://www.google.com/
1388,3,2023-03-21 17:11:17,LP,Laboratoire de Physique,69364,https://www.google.com/
1388,5,2023-03-21 17:11:17,LP,Laboratoire de Physique,69364,https://www.google.com/
1388,12,2023-03-21 17:11:17,LP,Laboratoire de Physique,69364,https://www.google.com/
1388,38,2023-03-21 17:11:17,LP,Laboratoire de Physique,69364,https://www.google.com/
1388,39,2023-03-21 17:11:17,LP,Laboratoire de Physique,69364,https://www.google.com/
1388,40,2023-03-21 17:11:17,LP,Laboratoire de Physique,69364,https://www.google.com/
1388,48,2023-03-21 17:11:17,LP,Laboratoire de Physique,69364,https://www.google.com/
1388,55,2023-03-21 17:11:17,LP,Laboratoire de Physique,69364,https://www.google.com/
8098,5,2023-03-22 08:56:32,CEA - DAM,CEA - Direction des Applications Militaires,33114,https://www.google.com/
8098,7,2023-03-22 08:56:32,CEA - DAM,CEA - Direction des Applications Militaires,33114,https://www.google.com/
8098,16,2023-03-22 08:56:32,CEA - DAM,CEA - Direction des Applications Militaires,33114,https://www.google.com/
8098,48,2023-03-22 08:56:32,CEA - DAM,CEA - Direction des Applications Militaires,33114,https://www.google.com/
8098,55,2023-03-22 08:56:32,CEA - DAM,CEA - Direction des Applications Militaires,33114,https://www.google.com/
2974,38,2023-03-22 11:05:25,Lab-STICC,Laboratoire des Sciences et Techniques de l'Information de la Communication et de la Connaissance,29238,https://www.google.com/
2974,29,2023-03-22 11:05:25,Lab-STICC,Laboratoire des Sciences et Techniques de l'Information de la Communication et de la Connaissance,29238,https://www.google.com/
2974,25,2023-03-22 11:05:25,Lab-STICC,Laboratoire des Sciences et Techniques de l'Information de la Communication et de la Connaissance,29238,https://www.google.com/
2974,8,2023-03-22 11:05:25,Lab-STICC,Laboratoire des Sciences et Techniques de l'Information de la Communication et de la Connaissance,29238,https://www.google.com/
2974,61,2023-03-22 11:05:25,Lab-STICC,Laboratoire des Sciences et Techniques de l'Information de la Communication et de la Connaissance,29238,https://www.google.com/
5493,7,2023-03-22 11:15:35,Mitsubishi,Mitsubishi Electric R&D Centre Europe,35708,https://www.google.com/
5493,25,2023-03-22 11:15:35,Mitsubishi,Mitsubishi Electric R&D Centre Europe,35708,https://www.google.com/
5493,27,2023-03-22 11:15:35,Mitsubishi,Mitsubishi Electric R&D Centre Europe,35708,https://www.google.com/
5493,38,2023-03-22 11:15:35,Mitsubishi,Mitsubishi Electric R&D Centre Europe,35708,https://www.google.com/
5493,39,2023-03-22 11:15:35,Mitsubishi,Mitsubishi Electric R&D Centre Europe,35708,https://www.google.com/
5493,40,2023-03-22 11:15:35,Mitsubishi,Mitsubishi Electric R&D Centre Europe,35708,https://www.google.com/
5493,59,2023-03-22 11:15:35,Mitsubishi,Mitsubishi Electric R&D Centre Europe,35708,https://www.google.com/
5493,61,2023-03-22 11:15:35,Mitsubishi,Mitsubishi Electric R&D Centre Europe,35708,https://www.google.com/
